,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Brunei,,,,,,,,,,,,,,,,5,1,18,1,,5,18,2,1,15,1,0,,46,65,,8,12,85,60,,13,,,,3,3,,,,,17,31,7,5,,4,1,0,0,1,2,,,33,33,229,22,15,122,36,921
,Bulgaria,49,61,91,363,615,305,319,456,631,165,474,523,494,538,326,372,218,329,250,532,765,395,465,290,305,394,375,492,885,322,574,961,575,728,910,598,918,435,243,334,759,340,41,1,1,1,122,,,7,,,,2,12,132,22,48,116,119,8,29,5,,,3,19844
,Burkina Faso,,,,,,,,,,,,1,,,1,0,0,,0,1,1,1,,,,8,8,9,,,0,9,1,16,9,2,2,,12,,,4,,7,,,,,,0,,,,,,12,1,4,,2,0,15,4,,5,6,141
,Burundi,,,,,,,,,,,,,,,,,5,2,,3,,,,0,,,,,,,1,5,3,8,2,,,,,6,6,,,,,,,,,,,1,3,,,,,,,1,2,,5,,,1,55
,Cambodia,,,,,4,20,38,10,4,2,1,2,5,11,39,39,37,20,15,18,6,21,105,123,23,,,,43,,34,,,13,67,68,134,50,10,119,45,,,2,73,1,28,21,,,,,,,,,14,56,,4,34,,77,67,,,1504
,Cameroon,,,,,,,,,,,,0,,2,0,2,2,3,3,,,8,1,12,,,29,73,,1,,26,116,5,126,17,11,5,1,3,8,,3,,,,4,6,9,4,,7,6,,,5,2,,1,,10,,,39,107,2,658
,Canada,605,1000,1060,1640,1206,970,718,749,252,368,165,1742,1066,1012,728,527,273,243,324,504,611,455,382,80,196,223,28,28,172,235,441,452,274,647,646,847,809,786,741,67,159,751,405,189,454,390,417,362,129,196,570,538,428,152,352,124,104,456,408,106,236,351,211,194,306,395,31651
,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,18,,,26,,,,,,,,,,3,,,,,,9,,1,,,,,,,,,2,,,10,,,,69
,Central African Republic,,,,,,,,,,,,2,,,,1,2,,3,,,2,,0,,,,,0,,0,1,2,5,1,6,,,1,,,,1,,,,,,,,,,,,,,9,,0,,,7,,,,,45
,Chad,,,,,,,,,,,1,1,,,,0,,,,,,4,,3,9,10,8,3,,,10,,,33,9,1,27,15,9,57,,,,,3,1,,,7,7,,16,,,,,17,20,75,35,38,1,4,59,57,,539
,Chile,1,247,19,10,40,5,90,28,32,20,312,45,19,127,34,57,80,140,62,17,62,202,51,278,299,195,404,25,117,103,145,148,344,137,450,10,174,156,87,141,130,111,173,88,82,342,178,296,87,206,202,60,74,187,70,449,1095,662,397,335,475,316,62,51,125,114,11277
,China,2701,2307,3797,3512,3475,1540,2255,2126,2778,3159,2431,936,307,450,395,218,233,145,182,2,2,2,2,3,3,3,3,75,86,12,7,2,15,27,73,115,17,53,71,110,214,392,1169,1187,274,680,1494,900,382,1785,2552,2833,2891,2373,3316,3558,2900,1692,1892,1407,1045,1128,1703,1452,1184,1214,75244
,Colombia,3,8,15,12,31,13,35,15,298,10,5,62,3,20,9,18,32,15,32,121,4,35,129,165,1,287,10,8,12,36,15,28,18,301,661,10,6,4,37,224,13,72,36,68,42,35,49,195,157,44,60,278,171,147,18,16,56,234,110,248,255,145,207,162,190,215,5968
,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,9
,Congo,,,,,,,,,,,1,0,,0,,0,,,1,24,9,25,2,,7,2,2,,35,25,17,3,11,25,25,3,,,28,44,44,,,,,,,27,0,1,0,,,,,4,1,0,,1,27,,23,12,13,,443
,Contras (Nicaragua)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
,Costa Rica,,,,,,3,0,,,,,,,1,,,0,,,,,,,2,,3,,,6,2,1,,,,0,2,1,,,2,,,,3,,,,,,,,,,,,,,,,,,,1,,1,,27
,Cote d'Ivoire,,,,,,,,,,,,3,1,1,,,2,3,19,2,7,17,1,,18,,,22,16,38,55,18,,,9,,,,,2,,,0,,,2,,0,,2,0,,32,61,9,,,,,,,,,,6,6,351
,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,27,53,1,15,31,,,,57,2,24,8,,,15,99,4,10,17,17,,63,11,481
,Cuba,,9,0,0,3,13,35,8,23,10,127,526,1276,290,246,130,232,162,155,155,155,162,462,430,418,200,317,615,509,410,347,976,981,775,417,352,281,73,167,94,169,159,,,,,,,,,,,,,,,,,,,,,,,,,11866
,Cyprus,,,,,,,,,,,,,,,15,22,,,,,,,,1,,,,,,,,,5,19,23,32,38,33,134,29,68,79,26,10,39,33,170,98,7,113,4,115,1,6,16,20,26,17,,,44,41,6,,,,1289
,Czechoslovakia,96,409,783,955,1252,1267,469,153,562,840,534,667,547,585,579,698,690,754,868,851,748,1123,978,1080,1110,852,215,301,561,498,468,837,912,819,920,1158,807,662,754,1034,132,57,,,,,,,,,,,,,,,,,,,,,,,,,29584
,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,6,0,1,14,65,47,97,7,593,45,10,23,6,13,71,22,15,,0,1062
,Denmark,96,72,361,652,168,157,155,154,97,250,109,335,57,133,482,449,66,72,71,19,312,362,111,,39,149,360,372,367,57,574,572,564,231,72,92,16,99,98,182,121,148,61,56,85,133,71,77,116,68,50,153,51,54,228,120,83,146,95,129,17,,109,42,177,0,10973
,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,33,5,2,3,3,,1,8,1,,,,1,19,5,,3,,,,,1,,3,,4,7,,,,,,,6,5,12,7,137
,Dominican Republic,2,12,43,21,2,6,6,1,17,4,19,11,0,7,5,10,9,1,1,0,1,2,7,0,,2,12,,,,9,5,31,,25,2,0,,3,,,,,,,,4,,6,1,13,5,0,8,35,2,,,,10,51,12,,,,1,427
,DR Congo,,,,,,,,,,,2,9,13,31,87,28,11,,,28,19,155,15,5,11,391,132,31,38,15,10,12,15,5,16,1,1,36,1,,4,,2,,,0,61,6,10,46,88,15,12,,,19,17,,18,41,151,,10,1,,,1620
,East Germany (GDR),29,,170,87,10,,664,1122,1072,486,314,239,905,939,1164,1024,1522,908,992,1172,1305,1032,888,493,428,575,1296,1078,1079,916,919,782,1073,926,1106,1363,654,362,599,702,399,,,,,,,,,,,,,,,,,,,,,,,,,,30794
,Ecuador,,,,11,14,124,6,,13,,66,,,3,3,32,,14,5,1,5,81,35,15,25,42,226,574,191,109,257,123,266,417,369,23,25,40,26,20,3,139,4,18,9,40,30,95,27,17,,10,1,,15,48,17,2,102,77,90,68,88,11,53,1,4125
,Egypt,163,58,0,1,142,693,1079,479,484,331,143,337,854,767,846,953,1533,2343,1362,1326,1802,2050,3334,2593,1099,571,164,414,125,621,1004,1182,2492,1705,1495,968,1479,1642,419,295,562,890,978,1255,2020,1715,993,1050,468,513,837,847,719,630,654,778,678,651,333,159,686,630,281,675,368,1475,60194
,ELF (Ethiopia)*,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,El Salvador,1,,,,1,,,17,,,,,,0,,1,1,0,20,8,9,1,,2,29,50,15,8,3,6,12,5,35,12,62,44,5,,,,,21,4,2,,4,4,,2,,,,19,10,,,,,4,,,,2,,20,,438
,EPLF (Ethiopia)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,5,,,,,,,,,,,,,,,,,3,,7,,,7,12,,28,30,68,3,82,65,2,92,,407
,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,7,41,53,214,31,20,57,18,17,80,98,,4,,,,,,,,,680
,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,15,17,1,14,4,1,27,,1,13,8,23,7,19,29,43,13,1,2,18,2,22,285
,Ethiopia,2,19,,6,8,1,1,6,23,6,24,8,21,2,4,14,86,30,33,24,89,54,33,5,16,58,131,1072,983,113,367,365,558,407,360,334,435,326,230,47,3,80,,,,,,69,211,155,140,,20,174,239,,,,,,54,76,193,153,30,,7898
,FAN (Chad)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,1,,3,,6,12,,,,,,,,,,,,,,,,,,,,,34
,Finland,,,19,,,11,15,3,25,41,54,65,38,237,77,81,42,76,23,21,15,5,26,13,174,127,90,30,105,47,328,119,132,112,126,203,97,69,143,85,90,65,435,407,246,197,507,397,551,768,474,9,12,227,77,107,136,108,135,42,50,58,76,280,156,228,8708
,FMLN (El Salvador)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3
,FNLA (Angola)*,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
,France,218,967,1122,1693,1402,1290,1231,683,1075,846,421,253,129,63,1185,255,76,93,113,101,124,141,93,116,52,45,233,250,278,64,70,101,137,103,68,15,96,84,108,136,60,973,391,91,75,97,64,201,174,110,107,66,43,57,93,2,67,74,5,76,103,33,91,107,17,34,18738
,FRELIMO (Portugal)*,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Gabon,,,,,,,,,,,,3,,,3,0,2,,2,4,1,24,,2,10,35,48,28,80,,26,37,5,11,102,2,7,10,29,10,30,,,,,,,,,,,,,,6,,20,18,,,22,5,1,2,,3,587
,Gambia,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,3,,,,,,,,12,,,,,,,,,,,,,,,5,,,,,16,,,,,,,36
,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,28,23,6,85,,1,37,92,97,155,91,36,,2,,5,1,,667
,Germany (FRG),,,,,,85,1296,2129,2881,1506,2009,1970,2463,3217,3694,3315,3201,1302,1178,1256,1475,2340,805,1709,2109,1813,1395,1049,709,77,237,352,527,469,386,89,289,321,430,703,711,694,685,535,403,208,206,61,543,129,113,133,71,64,239,204,416,82,292,339,282,84,157,113,114,102,55763
,Ghana,,,,,,,,,,1,12,105,20,6,40,40,24,1,,,,,12,8,19,28,34,,18,7,53,50,,,,5,,13,,2,4,1,,,11,,7,5,,7,1,12,1,6,35,0,0,16,,11,2,76,39,63,14,13,823
,Greece,35,521,314,90,243,329,218,187,453,292,264,82,330,98,631,486,210,370,104,303,302,585,707,246,418,912,1298,991,1280,739,665,948,462,404,364,189,202,36,528,1169,899,477,2130,955,1185,874,382,812,1725,847,708,787,400,2274,1368,405,731,1712,516,1229,652,80,37,52,199,762,40197
,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Guatemala,,6,,,2,9,6,,,5,16,,1,7,8,5,,1,16,1,,46,1,1,15,52,18,1,1,5,8,47,16,2,7,25,2,0,0,4,0,0,,13,4,4,2,,1,,,,,,,,,,0,,,,2,,,33,391
,Guinea,,,,,,,,,,17,33,0,,0,0,17,,6,,0,1,4,4,18,24,2,18,8,45,69,,1,1,1,,,40,,,60,1,,,,,,,,4,,18,6,,2,,1,,0,,,4,1,4,,5,,416
,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,21,10,12,,14,24,2,1,,,11,,35,,20,,20,6,,5,,,,,,,,,,,,,,,,,,,,,,,181
,GUNT (Chad)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
,Guyana,,,,,,,,,,,,,,,,,,,0,,,2,,,2,0,15,,1,5,4,14,,3,7,23,,,,,,,,,,,,,,,,7,3,,,,,,0,,,,,,,,85
,Haiti,4,,3,,,0,6,,,,5,,,,2,,,,,8,,,,2,4,1,1,0,9,,,4,4,3,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
,Haiti rebels*,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,Hamas (Palestine)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,0,,3
,Hezbollah (Lebanon)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,2,0,0,0,0,0,3,0,1,0,9,,,20,20,,,,,,66
,Honduras,,1,2,,1,,9,1,20,1,,,14,,,1,6,,,19,,,,1,,31,32,25,29,9,13,27,30,33,25,35,75,12,43,16,,,,,,,,,,,,,,,,,,,0,,,0,0,20,13,6,548
,Hungary,56,53,13,802,696,218,1,59,259,331,599,575,290,379,747,667,150,290,271,447,22,247,121,402,567,498,378,394,589,485,387,144,142,117,251,229,79,80,35,59,14,22,,928,2,1,156,99,46,72,14,14,,,72,13,253,196,5,4,18,9,,2,7,,14068
,Iceland,,,,,,,,,,,20,,,,,,,,27,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,123
,India,140,278,104,430,265,350,366,978,953,855,544,1122,371,647,920,1049,994,1258,1649,1506,872,1864,1801,1312,1277,1102,1928,2385,1197,1193,1784,2141,2287,2661,2769,3065,4130,3835,3843,4002,2715,1878,1200,735,883,1479,902,1706,798,1216,995,1321,1911,2878,2180,1161,1480,2299,1867,1945,3017,3706,4545,5291,3487,3078,114899
,Indonesia,212,58,14,6,16,25,42,34,612,717,444,895,1077,180,537,338,16,1,1,9,28,94,5,73,73,4,156,60,126,376,897,797,357,225,100,289,432,264,294,248,202,11,52,214,466,282,380,108,89,164,151,27,68,356,79,36,61,577,239,436,225,250,218,802,1136,683,17437
,Indonesia rebels*,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Iran,4,6,0,1,75,111,121,53,119,96,11,107,110,137,141,182,442,377,890,1232,1183,1684,1366,2018,2827,5142,4457,5554,3743,535,278,487,541,509,478,647,803,833,478,192,454,1022,432,987,452,296,615,178,381,323,418,524,435,282,121,57,423,331,62,62,103,103,47,31,13,13,46131
,Iraq,,,59,55,19,92,97,4,186,169,167,117,277,201,321,248,341,344,367,405,154,187,624,1861,1440,1103,1135,1084,1817,1231,2102,2430,3089,3318,4557,4132,3392,3473,1912,1482,779,,,,,,,,,,,,,,71,186,305,263,377,398,453,603,474,353,650,1215,50119
,Ireland,2,,,4,,,8,,,1,1,,,2,1,,,,,,7,9,22,3,1,4,3,5,28,31,48,15,,,11,,38,,24,,,11,,,43,,,,3,35,0,45,22,,19,5,13,19,22,0,5,2,1,,40,41,592
,Israel,53,91,75,112,49,117,641,133,143,223,163,84,261,396,417,437,319,278,910,1300,1113,1321,892,1943,1186,1654,1953,1289,1347,710,1273,1658,869,491,288,310,1185,1080,582,24,81,1219,1313,715,756,363,117,67,1291,1191,368,131,349,189,852,1133,1122,862,676,153,67,85,120,153,510,617,41868
,Italy,158,235,459,771,308,587,1151,941,417,411,390,425,666,998,1114,720,395,106,182,457,531,1078,1746,999,1108,1013,709,518,692,605,479,133,251,307,273,206,199,183,179,196,158,206,188,208,201,334,286,519,56,25,241,221,243,559,446,162,433,525,220,109,115,298,219,91,145,596,29100
,Jamaica,,,,,,,,,,,,,1,1,0,,,3,,,,1,,13,8,4,1,3,4,,,0,,,,5,3,,,4,,,,,,,,,10,10,,,,,,10,10,13,2,,1,,,1,,2,107
,Japan,,,8,223,304,411,758,1059,1233,668,859,338,223,204,1809,1209,324,619,559,531,658,781,677,640,1007,1685,1674,975,1094,997,1062,1342,1462,1707,2063,1982,1904,1949,2002,2282,2688,2948,2520,2139,1026,1242,858,825,1475,1268,491,441,477,480,400,464,511,498,680,525,426,292,270,306,480,310,63322
,Jordan,0,,0,0,27,34,53,,44,4,30,15,55,39,33,55,92,126,48,238,130,68,66,87,178,350,324,461,586,270,378,404,1064,789,480,299,250,143,247,59,16,24,,1,5,19,75,77,247,64,133,160,121,281,157,49,48,176,161,234,87,214,175,81,252,198,10580
,Katanga,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,64,,72,121,139,20,,47,42,44,82,25,39,58,52,84,141,93,419,1643
,Kenya,,,,,,,,,,,,,,,6,15,19,2,2,3,0,20,9,2,28,25,13,58,205,56,119,144,90,20,12,6,26,178,,23,42,14,,,30,,,61,,,15,,,,,,,10,,,112,14,60,1,17,30,1485
,Khmer Rouge (Cambodia)*,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,2,,,,,,,,,,,,,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,,25
,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,6
,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
,Kuwait,,,,0,5,1,,,2,,44,,10,34,46,25,8,,104,97,54,111,30,,5,76,230,490,487,198,35,13,175,291,494,589,170,50,6,132,325,516,896,694,35,585,1189,482,51,212,245,67,23,45,2,12,5,279,5,9,85,113,31,73,692,366,11048
,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,2,,,,,,,,,,19
,Laos,,,,,1,2,1,1,10,2,3,4,19,15,7,7,14,14,4,6,32,17,14,43,1,26,21,134,26,,35,54,2,90,26,62,,18,18,,8,,,,,,,44,21,30,7,36,,0,,4,,,7,26,,14,19,19,,7,966
,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,12,14,0,0,0,4,3,13,3,25,12,4,9,49,44,11,14,27,9,5,5,1,274
,Lebanon,5,,2,5,6,8,,39,65,11,,3,13,18,,34,67,75,1,,,7,49,39,28,11,3,8,2,19,37,9,36,87,192,71,,,,,,,40,40,18,42,27,9,7,4,4,,,,,1,,5,1,52,64,2,31,24,5,50,1376
,Lebanon Palestinian rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,3,,,1,,0,10,,,8,,4,,,,,,,5,,,6,,,1,,1,,,,,,,,,,45
,LF (Lebanon)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,12,52,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,94
,Liberia,,,,,,,,,,1,,,,,2,,,18,,,,0,1,,,,2,,1,,,,,,,,4,7,,12,3,,,,,,,,,1,8,,,,,,,,,,,,,,,,61
,Libya,,,,,,,,3,,1,14,17,2,3,15,9,26,12,57,155,370,555,555,750,1763,1629,1810,3062,4215,3315,2969,3123,2705,1393,748,753,410,184,9,218,10,,,,,,,,,9,,,,,,1,14,15,16,26,24,8,73,120,10,44,31214
,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,10,,4,15,,15,5,6,16,12,1,47,9,52,4,27,27,8,1,1,73,3,21,428
,LRA (Uganda)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
,LTTE (Sri Lanka)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,1,,1,,,0,,,,,,,,,,,3
,Luxembourg,,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,3,,,1,,,,1,,,,,,7,7,,1,,,,22
,Macedonia (FYROM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,,12,81,14,112,,,,,0,,,,,,,1,,,248
,Madagascar,,,,,,,,,,,,3,,2,0,7,,12,1,1,,0,0,,18,6,,,,64,43,0,,8,,6,,,,,,,,,,,22,,,,,,,,,,,,,0,,,,0,,,193
,Malawi,,,,,,,,,,,,,,,5,,,,,,,,0,,,,2,6,7,8,14,14,,,1,6,10,1,2,3,10,,,,2,,,,,,,,,,,,,,3,,,,1,2,2,,99
,Malaysia,,,,,,,,,13,18,5,2,31,75,97,10,58,127,90,78,25,195,113,206,50,81,391,146,72,314,129,97,84,326,604,408,130,17,14,38,,34,13,13,308,848,33,555,39,720,26,26,154,147,65,57,398,526,508,1512,421,5,47,71,73,190,10832
